Step,FlowPrice,YieldPrice,Debt,YieldUnits,FlowUnits,Collateral,Health,Actions
0.000000000,0.600000000,1.000000000,369.230769231,369.230769231,1000.000000000,600.000000000,1.300000000,Repay 246.153846154
1.000000000,0.400000000,2.200000000,518.816568047,235.825712748,2107.692307693,843.076923077,1.300000000,Bal sell 201.398601399 | Borrow 149.585798816
